record_id,original_title,best_pmid,best_match_title,title_match_score,search_strategy,has_abstract,pubmed_doi,outcome
DUP_01805,"The Impact of Electroacupuncture on Clinical Effect,Brain Structural and Functional Changes in Patients With Spinal Cord Injury:A Randomized Controlled Study Based on Multi-mode MRI",35095593,The Role of Acupuncture in Hormonal Shock-Induced Cognitive-Related Symptoms in Perimenopausal Depression: A Randomized Clinical Controlled Trial.,0.261,phrase_search,True,10.3389/fpsyt.2021.772523,low_confidence_match
DUP_01817,THE LONG-TERM EFFECTS OF ACUPUNCTURE ON HIPPOCAMPUS FUNCTIONAL CONNECTIVITY IN AMNESTIC MILD COGNITIVE IMPAIRMENT: A LONGITUDINAL FMRI STUDY,40948815,Electroacupuncture treatment can improve cognitive impairment in spontaneously hypertensive rats: a preliminary DTI study.,0.278,phrase_search,True,10.3389/fnins.2025.1637037,low_confidence_match
DUP_00513,Cerebral response of healthy subjects to a somatosensory stimulaton with xingnao kaiqiao acupuncture compared to control interventions measured with resting-state functional magnetic resonance imaging,,,0.0,,False,,no_match_found
DUP_00555,Clinical observation on treatment of adult-attention deficit hyperactivity disorder by acupuncture refreshing brain method,39935931,Developing the First Data-Informed Adult Attention Deficit Hyperactivity Disorder Service in Qatar.,0.214,phrase_search,True,10.7759/cureus.77305,low_confidence_match
DUP_00989,Experiment design and feasibility of BOLD and MRS multimodal fMRI in analysis of brain effect induced by acupuncture,,,0.0,,False,,no_match_found
DUP_01194,Involvement of salience network in the expectations of sensory experience for acupuncture stimulation,35093518,Distinct networks of periaqueductal gray columns in pain and threat processing.,0.167,phrase_search,True,10.1016/j.neuroimage.2022.118936,low_confidence_match
DUP_01870,The Study of Acupuncture on Vascular and Functional Neuroimaging in Parkinson's Disease Patients With Sleep Disorders,,,0.0,,False,,no_match_found
DUP_01941,Using fMRI and sEMG to Evaluate the Effects and Mechanism on Abdominal Acupuncture Combined With Upper Limb Rehabilitation Training on Brain Plasticity of Hemiplegic Patients With Stroke,,,0.0,,False,,no_match_found
DUP_00218,Acupuncture Regulates Emotion-cognitive Network of Chronic Insomnia Patients : A DTI-fMRI Study,,,0.0,,False,,no_match_found
DUP_00255,"Acupuncture Treatment on Chronic Sciatica: the Efficacy, Mechanism, and Functional Neuroimaging Pain-network Study",30651139,"Effect and neurophysiological mechanism of acupuncture in patients with chronic sciatica: protocol for a randomized, patient-assessor blind, sham-controlled clinical trial.",0.385,phrase_search,True,10.1186/s13063-018-3164-8,low_confidence_match
DUP_00384,Basal ganglia cerebral infarction patient fMRI imaging analysis before and after acupuncture-medicine therapy,41961546,Decoding Post-Stroke Cognitive Impairment After Acute Basal Ganglia Infarction: The Synergistic Role of Functional Segregation and Integration in an SVM fMRI Framework.,0.462,short_title_field,True,10.1002/cns.70871,low_confidence_match
DUP_00754,Effect of acupuncture at Zulinqi (GB41) on the amplitude of low frequency fluctuations in migraine without aura patients: A resting-state functional magnetic resonance imaging study,,,0.0,,False,,no_match_found
DUP_01872,"The Study of Brain GABA and Brain Functional Modulatory Mechanism of Chronic Insomnia Disorder Using Acupuncture at ""Combined Magical-door"" Acupoints",40610759,Exploratory GABAa-informed control network modulates hyperarousal brain dynamics in chronic insomnia.,0.167,key_phrases,True,10.1038/s42003-025-08439-4,low_confidence_match
DUP_01899,"To Explore the Cerebral Function Efficacy of Acupuncture and Fu's Subcutaneous Needling (FSN) in the Treatment of Chronic Tension-type Headache by Means of fMRI: a Single-blinded, Randomized Controlled Trials.",,,0.0,,False,,no_match_found
DUP_00035,A PET/CT and fMRI randomized controlled study to identify brain network associated with acupuncture effects in reducing depression,28829051,Dopamine Transporter and Reward Anticipation in a Dimensional Perspective: A Multimodal Brain Imaging Study.,0.278,short_title_field,True,10.1038/npp.2017.183,low_confidence_match
DUP_00079,Activation of different cerebral functional regions following acupuncture at bot H Taixi and taichong acupoints and taixi acupoint alone: An fMRI study,41066487,Cerebral cortical activation and muscle performance during blood flow restriction training after ischemic stroke: A randomised functional near-infrared spectroscopy study.,0.25,phrase_search,True,10.1371/journal.pone.0334123,low_confidence_match
DUP_00419,Blood oxygenation level dependent-functional magnetic resonance imaging (BOLD-fMRI) combined with diffusion-tensor imaging (DTI): A comparison of patients with hemiplegia after stroke treated with acupuncture and normal subjects,36937683,Evaluation of T2-prepared blood oxygenation level dependent functional magnetic resonance imaging with an event-related task: Hemodynamic response function and reproducibility.,0.375,short_title_field,True,10.3389/fnins.2023.1114045,low_confidence_match
DUP_01305,MRI-based Neuroimaging Predictors of Clinical Improvements Following Occupational Therapy (OT) or OT Puls Acupuncture and Massage Methods in Children With Cerebral Palsy,39395373,Multi-modal MRI for objective diagnosis and outcome prediction in depression.,0.095,phrase_search,True,10.1016/j.nicl.2024.103682,low_confidence_match
DUP_01438,Optimization of Brain-based Mechanisms Supporting Psychosocial Aspects of Acupuncture Therapy - a Hyperscanning fMRI Study,36709558,"Feasibility, acceptability and practicality of transcranial stimulation in obsessive compulsive symptoms (FEATSOCS): A randomised controlled crossover trial.",0.154,phrase_search,True,10.1016/j.comppsych.2023.152371,low_confidence_match
DUP_01871,"The Study of Brain Functional Network Modulatory Mechanism of Alzheimer's Disease Using Acupuncture at the ""Four-gate"" Acupoints",36217211,Altered basal forebrain function during whole-brain network activity at pre- and early-plaque stages of Alzheimer's disease in TgF344-AD rats.,0.333,short_title_field,True,10.1186/s13195-022-01089-2,low_confidence_match
DUP_01931,Understanding the Cognitive Benefits of Acupuncture for Stroke Recovery Through fMRI,,,0.0,,False,,no_match_found
DUP_00050,A resting-state functional magnetic resonance imaging study on the efficacy of brain function rehabilitation in post-stroke hemiplegia using scalp acupuncture,41772702,The clinical efficacy of virtual reality technology based on the mirror neuron theory in upper limb rehabilitation of stroke patients: a protocol for a randomized clinical trial.,0.35,key_phrases,True,10.1186/s13063-026-09557-y,low_confidence_match
DUP_00080,Activation of different cerebral functional regions following acupuncture at bot h taixiand taichong acupoints and taixiacupoint alone: An fMRI study,41066487,Cerebral cortical activation and muscle performance during blood flow restriction training after ischemic stroke: A randomised functional near-infrared spectroscopy study.,0.25,phrase_search,True,10.1371/journal.pone.0334123,low_confidence_match
DUP_00121,Acupuncture Baihui activated the functional brain areas of major depressive disorder patients with regional homogeneity,34867499,Neural Activation via Acupuncture in Patients With Major Depressive Disorder: A Functional Near-Infrared Spectroscopy Study.,0.467,phrase_search,True,10.3389/fpsyt.2021.669533,low_confidence_match
DUP_00512,Cerebral Response of Healthy Subjects to a Somatosensory Stimulation With XNKQ Acupuncture Compared to Control Interventions Measured With EEG and fMRI,25741269,Differential cerebral response to somatosensory stimulation of an acupuncture point vs. two non-acupuncture points measured with EEG and fMRI.,0.632,short_title_field,True,10.3389/fnhum.2015.00074,possible_match
DUP_00724,Ear acupuncture and fMRI: A pilot study for assessing the speci-city of auricular points,,,0.0,,False,,no_match_found
DUP_00318,An fMRI Study prior and post acupuncture treatment during the first 24 hours of smoking cessation,,,0.0,,False,,no_match_found
DUP_00517,Cerebrum fMRI study on the acupucture of Five Shu Points of gall bladder meridian of Foot-Shaoyang,,,0.0,,False,,no_match_found
DUP_01374,Neuroimaging Approaches to Deconstructing Acupuncture for Chronic Pain,,,0.0,,False,,no_match_found
DUP_01622,Roundtable: Psychological and neurological effects of acupuncture: Brain effects of acupuncture studied through the functional magnetic resonance imaging technique,,,0.0,,False,,no_match_found
DUP_00284,Altered brain response to acupuncture after a course of acupuncture therapy for CTS is associated with analgesia,33013312,Resting-State Functional Connectivity Patterns Predict Acupuncture Treatment Response in Primary Dysmenorrhea.,0.125,short_title_field,True,10.3389/fnins.2020.559191,low_confidence_match
DUP_00515,Cerebral responses to puncturing at ST36 after acupuncture treatment in patients with functional dyspepsia,24851846,Different cerebral responses to puncturing at ST36 among patients with functional dyspepsia and healthy subjects.,0.714,key_phrases,True,10.1159/000360804,found_with_abstract
DUP_01041,Functional brain connectivity predicts acupuncture analgesic effect in carpal tunnel syndrome patients,,,0.0,,False,,no_match_found
DUP_01557,Regulation of cerebral regional homogeneity exerted by puncturing hao-yang acupoints for migraine patients,,,0.0,,False,,no_match_found
DUP_01633,Scalp electroacupuncture in stroke rehabilitation research: FMRI methodological issues and solutions,,,0.0,,False,,no_match_found
DUP_00037,A Physiological fMRI Study of Acupuncture and Perceptions of Pain in Chronic Low Back Pain Patients.,,,0.0,,False,,no_match_found
DUP_00242,Acupuncture treatment attenuates excitability of spinal motor neuron and spastic muscle overactivity in patients with persistent disturbance of consciousness following traumatic brain injury,41299887,Motion-Style Scalp Acupuncture Ameliorates Post-Stroke Muscle Spasticity Through Cerebral Blood Flow Augmentation and 5-HT2AR-Mediated Spinal KCC2 Reactivation.,0.182,phrase_search,True,10.1002/brb3.71064,low_confidence_match
DUP_00437,Brain circuitry subserving acupuncture relief of itch in atopic dermatitis: An fMRI study,,,0.0,,False,,no_match_found
DUP_00468,Brain Plasticity Underlying Back Pain Response to Different Acupuncture Methods,,,0.0,,False,,no_match_found
DUP_00890,Efficacy of Acupuncture and Moxibustion Treatment in Patients With Quiescent Crohn's Disease:Evaluation With Functional Magnetic Resonance Imaging(fMRI),,,0.0,,False,,no_match_found
DUP_01520,Progress on application of fMRI in studies of meridians and acupoints,41839611,[Application and research progress of fMRI in acupuncture treatment for ischemic stroke].,0.6,phrase_search,True,10.13703/j.0255-2930.20250331-0003,possible_match
DUP_00506,Cerebral fMRI in observation on the therapeutic mechanism of electro-acupuncture on Shenmen and Sanyinjiao for insomnia,42147929,Activation likelihood estimation of convergent resting-state brain alterations in diarrhea-predominant IBS: a systematic review and meta-analysis.,0.2,phrase_search,True,10.21037/qims-2025-aw-2274,low_confidence_match
DUP_01065,Functional magnetic resonance imaging studies of acupuncture mechanisms: A critique,42131703,Functional connectivity changes in the thalamocortical network due to neck pain and the multiscale regulatory effects of acupuncture: a cross-scale multi-omics neuroimaging study.,0.4,phrase_search,True,10.3389/fnins.2026.1783910,low_confidence_match
DUP_01583,"Response to correspondence on ""functional magnetic resonance imaging activation of the brain in children: Real acupoint versus sham acupoint""",18039043,Functional magnetic resonance imaging responses relate to differences in real-world social experience.,0.333,short_title_field,True,10.1037/1528-3542.7.4.745,low_confidence_match
DUP_01592,Resting state-functional magnetic resonance imaging technology applied to a balancing acupuncture treatment for central mechanisms,42090944,CVAE-guided triage and modular classifiers for multimodal ASD detection.,0.067,phrase_search,True,10.1016/j.compbiomed.2026.111706,low_confidence_match
DUP_00244,Acupuncture Treatment for Migraine: a Functional Magnetic Resonance Imaging Study,34628737,[Effect of acupuncture on default mode network in patients with migraine based on functional Magnetic Resonance Imaging: a preliminary study].,0.8,short_title_field,True,10.13703/j.0255-2930.20201002-k0001,found_with_abstract
DUP_00299,An Acupuncture fMRI Study on Chronic Pain: Response Reliability and Dose Effect,,,0.0,,False,,no_match_found
DUP_00431,Brain Activity Changes Measured by EEG and fMRI on Healthy Volunteers After Complex Somatosensory Stimulation With Acupuncture Needles,25741269,Differential cerebral response to somatosensory stimulation of an acupuncture point vs. two non-acupuncture points measured with EEG and fMRI.,0.444,key_phrases,True,10.3389/fnhum.2015.00074,low_confidence_match
DUP_01434,Observation with fMRI on central mechanisms of acupuncture at ST36 using reinforcing and reducing techniques,39956399,Acupuncture modulates group neural activity in patients with post stroke sensory impairment: An fMRI study based on inter-subject correlation and inter-subject functional connectivity.,0.333,phrase_search,True,10.1016/j.brainresbull.2025.111259,low_confidence_match
DUP_00040,A Pilot Study on the Effect of Electroacupuncture on Functional Brain Mapping in Patients With Irritable Bowel Syndrome,17034288,"Effects of contralateral electroacupuncture on brain function: a double-blind, randomized, pilot clinical trial.",0.353,phrase_search,True,10.1089/acm.2006.12.813,low_confidence_match
DUP_00210,Acupuncture of motor-implicated acupoints on subacute stroke patients: An fMRI evaluation study,24734108,Acupuncture Enhances Effective Connectivity between Cerebellum and Primary Sensorimotor Cortex in Patients with Stable Recovery Stroke.,0.25,phrase_search,True,10.1155/2014/603909,low_confidence_match
DUP_00312,An fMRI Study of Expectancy on Acupuncture Treatment Outcomes in Knee OA,32576243,The cerebral mechanism of the specific and nonspecific effects of acupuncture based on knee osteoarthritis: study protocol for a randomized controlled trial.,0.417,key_phrases,True,10.1186/s13063-020-04518-5,low_confidence_match
DUP_00950,Electroacupuncturing acupoints of patients with peripheral facial paralysis: A functional MRI study,30942031,[A controlled study on the therapeutic effect of acupuncture and acupuncture combined with drugs on peripheral facial paralysis with normal result of facial nerve magnetic resonance examination].,0.583,short_title_field,True,10.13703/j.0255-2930.2019.02.007,possible_match
DUP_01070,Functional MRI and acupuncture (Large intestine 4 acupoint) in patients with myofascial pain of the jaw muscles: A pilot randomized trial,,,0.0,,False,,no_match_found
DUP_01582,"Response to correspondence on ""effect of acupuncture on the brain in children with spastic cerebral palsy using functional neuroimaging (fMRI)""",,,0.0,,False,,no_match_found
DUP_01593,Resting-state functional MRI evaluation of after-effect of acupuncture at Zusanli point,,,0.0,,False,,no_match_found
DUP_00054,"A Spinal fMRI Study of Resting-State, Motor Task and Acupoint Stimulation",,,0.0,,False,,no_match_found
DUP_00106,Acupuncture and the CNS: What can the brain at rest suggest?,18423873,Acupuncture and the CNS: what can the brain at rest suggest?,1.0,key_phrases,False,10.1016/j.pain.2008.03.008,found_no_abstract
